nopd_item,type,typetext,priority,initialtype,initialtypetext,initialpriority,mapx,mapy,timecreate,timedispatch,timearrive,timeclosed,disposition,dispositiontext,selfinitiated,beat,block_address,zip,policedistrict,location,set,latitude,longitude
A0212322,37D,AGGRAVATED ASSAULT DOMESTIC,2C,NOPD,INCIDENT REQUESTED BY ANOTHER AGENCY,2A,3699237,561237,01/02/2022 08:26:55 PM,01/03/2022 12:50:58 PM,01/03/2022 01:46:22 PM,01/03/2022 03:01:00 PM,RTF,REPORT TO FOLLOW,N,7O02,079XX Sheephead St,70126,7,POINT (-90.01098062 30.03665695),calls_for_service,,
A0221322,34S,AGGRAVATED BATTERY BY SHOOTING,2C,94,DISCHARGING FIREARM,2D,3673743,525776,01/02/2022 11:00:38 PM,01/02/2022 11:01:48 PM,01/02/2022 11:03:34 PM,01/03/2022 01:33:26 AM,RTF,REPORT TO FOLLOW,N,6I01,028XX Magnolia St,70115,6,POINT (-90.0927576 29.93993742),calls_for_service,,
A0221422,34S,AGGRAVATED BATTERY BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3673644,525687,01/02/2022 11:01:18 PM,,,01/02/2022 11:09:18 PM,DUP,DUPLICATE,N,6I01,028XX Magnolia St,70115,6,POINT (-90.0930745 29.93969497),calls_for_service,,
A0222022,34S,AGGRAVATED BATTERY BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3673795,525616,01/02/2022 11:05:02 PM,,,01/02/2022 11:09:22 PM,DUP,DUPLICATE,N,6I01,026XX Washington Ave,70115,6,POINT (-90.09259884 29.93949543),calls_for_service,,
A0225822,34C,AGGRAVATED BATTERY BY CUTTING,2D,21,COMPLAINT OTHER,1J,3696298,559022,01/02/2022 11:57:50 PM,01/02/2022 11:58:52 PM,01/03/2022 12:08:31 AM,01/03/2022 02:45:51 AM,RTF,REPORT TO FOLLOW,N,7D02,062XX Craigie Rd,70126,7,POINT (-90.02034697 30.03066022),calls_for_service,,
A0226822,60,AGGRAVATED BURGLARY,2C,60,AGGRAVATED BURGLARY,2C,3687560,537087,01/03/2022 12:13:24 AM,01/03/2022 12:14:06 AM,01/03/2022 12:20:20 AM,01/03/2022 12:33:10 AM,GOA,GONE ON ARRIVAL,N,5C02,026XX Urquhart St,70117,5,POINT (-90.04873516 29.97061897),calls_for_service,,
A0228522,37,AGGRAVATED ASSAULT,2E,37,AGGRAVATED ASSAULT,2E,3686353,556379,01/03/2022 12:35:38 AM,01/03/2022 12:36:25 AM,01/03/2022 12:49:39 AM,01/03/2022 04:38:29 AM,RTF,REPORT TO FOLLOW,N,3S07,Mexico St & Franklin Ave,70122,3,POINT (-90.05186828 30.0237019),calls_for_service,,
A0422722,37,AGGRAVATED ASSAULT,1A,37,AGGRAVATED ASSAULT,2E,3682634,533225,01/04/2022 04:39:45 PM,,01/04/2022 04:48:08 PM,01/05/2022 02:13:48 AM,GOA,GONE ON ARRIVAL,N,8E01,008XX Bourbon St,70116,8,POINT (-90.06442786 29.9601499),calls_for_service,,
A0269622,64J,CARJACKING,2C,64J,CARJACKING,2C,3676540,524199,01/03/2022 10:37:26 AM,01/03/2022 10:38:29 AM,01/03/2022 10:39:20 AM,01/03/2022 05:33:23 PM,RTF,REPORT TO FOLLOW,N,6F01,023XX Dryades St,70113,6,POINT (-90.08398239 29.93551725),calls_for_service,,
A0438222,64G,ARMED ROBBERY WITH GUN,2C,64G,ARMED ROBBERY WITH GUN,2C,3672940,538487,01/04/2022 07:12:46 PM,01/04/2022 07:15:04 PM,01/04/2022 07:19:10 PM,01/05/2022 01:36:30 AM,RTF,REPORT TO FOLLOW,N,1M03,037XX Conti St,70119,1,POINT (-90.09486129 29.97491064),calls_for_service,,
A0453822,42,AGGRAVATED RAPE,2C,42,AGGRAVATED RAPE,2C,37369000,3513814,01/04/2022 10:49:06 PM,01/04/2022 11:08:55 PM,01/04/2022 11:13:43 PM,01/05/2022 02:39:46 AM,DUP,DUPLICATE,N,3Q01,044XX Pauger St,70122,3,POINT (0 0),calls_for_service,,
A0325822,64J,CARJACKING,2C,64J,CARJACKING,2C,3684248,540508,01/03/2022 08:06:03 PM,01/03/2022 08:06:45 PM,01/03/2022 08:12:10 PM,01/03/2022 10:41:25 PM,RTF,REPORT TO FOLLOW,N,5K01,022XX Blk Frenchmen St,70119,5,POINT (-90.05907658 29.98012782),calls_for_service,,
A0328322,37,AGGRAVATED ASSAULT,2E,37,AGGRAVATED ASSAULT,2E,3707834,565306,01/03/2022 08:29:58 PM,,,01/03/2022 08:35:24 PM,VOI,VOID,N,7P07,078XX Means Ave,70127,7,POINT (-89.98365864 30.04756996),calls_for_service,,
A0455522,42,AGGRAVATED RAPE,1A,42,AGGRAVATED RAPE,2C,37369000,3513814,01/04/2022 11:23:09 PM,,,01/05/2022 07:21:20 AM,RTF,REPORT TO FOLLOW,N,4J01,001XX Westpark Ct,70114,4,POINT (0 0),calls_for_service,,
A0329222,37D,AGGRAVATED ASSAULT DOMESTIC,2C,37,AGGRAVATED ASSAULT,2E,3669018,536755,01/03/2022 08:46:15 PM,01/03/2022 11:09:07 PM,01/03/2022 11:22:27 PM,01/03/2022 11:26:48 PM,GOA,GONE ON ARRIVAL,N,3D01,007XX S Solomon St,70119,3,POINT (-90.1073046 29.97026418),calls_for_service,,
A0461422,64G,ARMED ROBBERY WITH GUN,2C,64,ARMED ROBBERY,2C,3699911,532616,01/05/2022 12:56:04 AM,01/05/2022 12:56:59 AM,01/05/2022 01:02:30 AM,01/05/2022 03:47:18 AM,RTF,REPORT TO FOLLOW,N,5E04,062XX N Rampart St,70117,5,POINT (-90.00989393 29.95793987),calls_for_service,,
A0470222,43,SIMPLE RAPE,2F,42,AGGRAVATED RAPE,2C,37369000,3513814,01/05/2022 03:24:30 AM,01/05/2022 03:25:16 AM,01/05/2022 03:35:45 AM,01/05/2022 07:20:30 AM,RTF,REPORT TO FOLLOW,N,1E01,Iberville St & Treme St,70112,1,POINT (0 0),calls_for_service,,
A0471422,38D,SIMPLE ASSAULT DOMESTIC,2D,66,EXTORTION (THREATS),1H,3688809,541693,01/05/2022 03:52:15 AM,01/05/2022 07:21:01 AM,01/05/2022 07:31:05 AM,01/05/2022 08:35:36 AM,RTF,REPORT TO FOLLOW,N,5M02,025XX Port St,70117,5,POINT (-90.04462754 29.98324596),calls_for_service,,
A0485722,42,AGGRAVATED RAPE,2C,21,COMPLAINT OTHER,1J,37369000,3513814,01/05/2022 07:56:13 AM,01/05/2022 08:38:26 AM,01/05/2022 08:43:15 AM,01/05/2022 03:28:52 PM,RTF,REPORT TO FOLLOW,N,3N01,001XX Blk Gardena Dr,70122,3,POINT (0 0),calls_for_service,,
A0365522,42,AGGRAVATED RAPE,1A,42,AGGRAVATED RAPE,2C,37369000,3513814,01/04/2022 06:59:49 AM,01/04/2022 07:13:39 AM,01/04/2022 07:25:55 AM,01/04/2022 12:15:36 PM,RTF,REPORT TO FOLLOW,N,2K02,Monroe St & Green St,70118,0,POINT (0 0),calls_for_service,,
A0500222,37,AGGRAVATED ASSAULT,2E,37,AGGRAVATED ASSAULT,2E,3678284,530392,01/05/2022 10:36:38 AM,01/05/2022 10:37:52 AM,01/05/2022 10:39:15 AM,01/05/2022 02:45:40 PM,RTF,REPORT TO FOLLOW,N,8J02,015XX Poydras St,70112,8,POINT (-90.07826232 29.95249281),calls_for_service,,
A0500122,37,AGGRAVATED ASSAULT,2E,37,AGGRAVATED ASSAULT,2E,3681854,522037,01/05/2022 10:36:38 AM,01/05/2022 10:37:55 AM,01/05/2022 10:42:05 AM,01/05/2022 12:06:58 PM,GOA,GONE ON ARRIVAL,N,6B04,016XX Tchoupitoulas St,70130,6,POINT (-90.0672815 29.92941191),calls_for_service,,
A0503822,34S,AGGRAVATED BATTERY BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3667930,534260,01/05/2022 11:09:43 AM,01/05/2022 11:11:07 AM,01/05/2022 11:12:15 AM,01/05/2022 02:25:21 PM,RTF,REPORT TO FOLLOW,N,2U04,035XX Blk Short St,70125,2,POINT (-90.11082564 29.96343676),calls_for_service,,
A0517922,37,AGGRAVATED ASSAULT,1A,37,AGGRAVATED ASSAULT,2E,3685924,540738,01/05/2022 01:21:02 PM,01/05/2022 11:10:24 PM,01/05/2022 11:20:00 PM,01/05/2022 11:27:58 PM,GOA,GONE ON ARRIVAL,N,5L01,024XX N Tonti St,70117,5,POINT (-90.0537756 29.98070872),calls_for_service,,
A0534022,37D,AGGRAVATED ASSAULT DOMESTIC,2C,34,AGGRAVATED BATTERY,2D,3681017,539303,01/05/2022 04:11:15 PM,01/05/2022 04:24:34 PM,01/05/2022 04:33:31 PM,01/05/2022 08:26:57 PM,RTF,REPORT TO FOLLOW,N,1C02,016XX N Galvez St,70119,1,POINT (-90.06932167 29.97691346),calls_for_service,,
A0552722,37,AGGRAVATED ASSAULT,2E,107,SUSPICIOUS PERSON,2C,3671515,529952,01/05/2022 07:36:16 PM,01/05/2022 07:37:28 PM,01/05/2022 07:58:06 PM,01/05/2022 10:12:51 PM,RTF,REPORT TO FOLLOW,N,6N01,040XX Eve St,70125,6,POINT (-90.09965017 29.95148404),calls_for_service,,
A0553922,34S,AGGRAVATED BATTERY BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3682362,541284,01/05/2022 07:48:25 PM,01/05/2022 07:49:40 PM,01/05/2022 07:51:44 PM,01/05/2022 10:21:00 PM,RTF,REPORT TO FOLLOW,N,5K02,Allen St & N Dorgenois St,70119,5,POINT (-90.06500545 29.98231913),calls_for_service,,
A0315922,34C,AGGRAVATED BATTERY BY CUTTING,2D,37,AGGRAVATED ASSAULT,2E,3676181,525681,01/03/2022 06:04:16 PM,,01/03/2022 06:38:56 PM,01/03/2022 08:05:58 PM,RTF,REPORT TO FOLLOW,N,6H01,021XX Jackson Ave,70113,6,POINT (-90.08506378 29.93960183),calls_for_service,,
A0333922,34C,AGGRAVATED BATTERY BY CUTTING,2D,34D,AGGRAVATED BATTERY DOMESTIC,2C,3678526,523683,01/03/2022 09:49:29 PM,01/03/2022 09:50:26 PM,01/03/2022 09:51:26 PM,01/04/2022 12:46:19 AM,RTF,REPORT TO FOLLOW,N,6E01,020XX Prytania St,70130,6,POINT (-90.07773191 29.93403744),calls_for_service,,
A0560422,34D,AGGRAVATED BATTERY DOMESTIC,1A,34D,AGGRAVATED BATTERY DOMESTIC,2C,3688550,540649,01/05/2022 09:11:59 PM,01/05/2022 11:28:12 PM,01/05/2022 11:35:04 PM,01/05/2022 11:45:46 PM,GOA,GONE ON ARRIVAL,N,5M02,022XX Port St,70117,5,POINT (-90.04548406 29.9803831),calls_for_service,,
A0610122,34C,AGGRAVATED BATTERY BY CUTTING,1A,34C,AGGRAVATED BATTERY BY CUTTING,2D,3685095,538164,01/06/2022 09:32:02 AM,01/06/2022 09:34:11 AM,01/06/2022 09:45:03 AM,01/06/2022 12:05:50 PM,RTF,REPORT TO FOLLOW,N,5B03,022XX Blk N Claiborne Ave,70117,5,POINT (-90.05648467 29.97365554),calls_for_service,,
A0626722,37D,AGGRAVATED ASSAULT DOMESTIC,2C,94,DISCHARGING FIREARM,2D,3680192,541640,01/06/2022 11:48:25 AM,01/06/2022 11:53:18 AM,01/06/2022 12:10:46 PM,01/06/2022 12:15:20 PM,GOA,GONE ON ARRIVAL,N,1C02,N Broad St & Saint Bernard Ave,70119,1,POINT (-90.07184858 29.98336334),calls_for_service,,
A1309722,64J,CARJACKING,2C,64J,CARJACKING,2C,3687418,537946,01/12/2022 01:12:20 PM,01/12/2022 01:14:59 PM,01/12/2022 01:20:40 PM,01/12/2022 02:57:58 PM,RTF,REPORT TO FOLLOW,N,5B03,N Robertson St & Franklin Ave,70117,5,POINT (-90.04915569 29.9729861),calls_for_service,,
A0628922,37,AGGRAVATED ASSAULT,1A,37,AGGRAVATED ASSAULT,2E,3662454,527049,01/06/2022 12:01:52 PM,01/06/2022 05:31:00 PM,01/06/2022 05:38:26 PM,01/06/2022 05:53:38 PM,GOA,GONE ON ARRIVAL,N,2L01,077XX Freret St,70118,2,POINT (-90.12835879 29.9437682),calls_for_service,,
A0639122,37,AGGRAVATED ASSAULT,1A,37,AGGRAVATED ASSAULT,2E,3691510,545136,01/06/2022 01:26:10 PM,01/06/2022 11:28:13 PM,01/06/2022 11:41:07 PM,01/06/2022 11:50:00 PM,GOA,GONE ON ARRIVAL,N,5Q01,034XX Metropolitan St,70126,5,POINT (-90.03597412 29.9926281),calls_for_service,,
A0658222,37,AGGRAVATED ASSAULT,2E,67,THEFT,1G,3670137,525992,01/06/2022 04:32:22 PM,01/06/2022 04:37:32 PM,01/06/2022 04:44:47 PM,01/06/2022 11:17:46 PM,RTF,REPORT TO FOLLOW,N,2Q03,044XX S Claiborne Ave,70125,2,POINT (-90.10413758 29.94063748),calls_for_service,,
A1331922,64,ARMED ROBBERY,2C,65,SIMPLE ROBBERY,1D,3679163,546102,01/12/2022 04:53:08 PM,01/12/2022 04:58:18 PM,01/12/2022 05:07:02 PM,01/12/2022 11:41:48 PM,RTF,REPORT TO FOLLOW,N,3M03,037XX Hamburg St,70122,3,POINT (-90.07494107 29.99566369),calls_for_service,,
A0676822,64G,ARMED ROBBERY WITH GUN,2C,67A,AUTO THEFT,1D,3664871,518804,01/06/2022 07:36:53 PM,01/06/2022 07:42:41 PM,01/06/2022 07:46:51 PM,01/06/2022 09:41:16 PM,RTF,REPORT TO FOLLOW,N,2B03,059XX Blk Constance St,70115,2,POINT (-90.1210027 29.92102684),calls_for_service,,
A0678422,34S,AGGRAVATED BATTERY BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3667558,524282,01/06/2022 07:58:38 PM,01/06/2022 08:01:21 PM,01/06/2022 08:09:09 PM,01/06/2022 08:13:30 PM,DUP,DUPLICATE,N,2N01,023XX Octavia St,70115,2,POINT (-90.11233591 29.93600993),calls_for_service,,
A1089222,64J,CARJACKING,2C,64J,CARJACKING,2C,3713112,566701,01/10/2022 04:06:56 PM,,01/10/2022 04:12:02 PM,01/10/2022 09:41:08 PM,RTF,REPORT TO FOLLOW,N,7I14,117XX Morrison Rd,70128,7,POINT (-89.966926 30.05123288),calls_for_service,,
A0686422,37,AGGRAVATED ASSAULT,2E,37,AGGRAVATED ASSAULT,2E,3682150,529999,01/06/2022 09:47:01 PM,01/06/2022 09:50:47 PM,01/06/2022 09:54:15 PM,01/06/2022 09:57:46 PM,GOA,GONE ON ARRIVAL,N,8B01,N Peters St & Canal St,70130,8,POINT (-90.06607035 29.95129627),calls_for_service,,
A0687322,37,AGGRAVATED ASSAULT,2E,67A,AUTO THEFT,1D,3673978,521280,01/06/2022 09:53:48 PM,01/06/2022 11:33:40 PM,,01/06/2022 11:39:06 PM,DUP,DUPLICATE,N,6P01,034XX Saint Charles Ave,70115,6,POINT (-90.09217077 29.92756748),calls_for_service,,
A0688122,37,AGGRAVATED ASSAULT,1A,37,AGGRAVATED ASSAULT,2E,3682150,529999,01/06/2022 10:01:13 PM,,01/06/2022 10:04:23 PM,01/06/2022 10:15:59 PM,GOA,GONE ON ARRIVAL,N,8B01,N Peters St & Canal St,70130,8,POINT (-90.06607035 29.95129627),calls_for_service,,
A0689322,37,AGGRAVATED ASSAULT,2E,107,SUSPICIOUS PERSON,2C,3673978,521280,01/06/2022 10:11:44 PM,,01/06/2022 10:11:44 PM,01/06/2022 11:50:29 PM,RTF,REPORT TO FOLLOW,Y,6P01,034XX Saint Charles Ave,70115,6,POINT (-90.09217077 29.92756748),calls_for_service,,
A0690922,60,AGGRAVATED BURGLARY,2C,60,AGGRAVATED BURGLARY,2C,3693390,544032,01/06/2022 10:42:56 PM,01/06/2022 11:00:01 PM,01/06/2022 11:05:56 PM,01/06/2022 11:12:49 PM,GOA,GONE ON ARRIVAL,N,5Q02,037XX Humanity St,70126,5,POINT (-90.03007565 29.98953558),calls_for_service,,
A1196822,34S,AGGRAVATED BATTERY BY SHOOTING,2C,94,DISCHARGING FIREARM,2D,3709016,566231,01/11/2022 02:42:24 PM,01/11/2022 02:45:20 PM,01/11/2022 02:48:59 PM,01/11/2022 07:05:20 PM,RTF,REPORT TO FOLLOW,N,7I13,080XX Lacombe St,70127,7,POINT (-89.97988914 30.05007596),calls_for_service,,
A0692522,37,AGGRAVATED ASSAULT,2E,37,AGGRAVATED ASSAULT,2E,3686208,546441,01/06/2022 11:15:12 PM,01/06/2022 11:23:24 PM,01/06/2022 11:30:36 PM,01/06/2022 11:46:52 PM,GOA,GONE ON ARRIVAL,N,3Y03,036XX Clematis St,70122,3,POINT (-90.05267589 29.99638005),calls_for_service,,
A0583922,34S,AGGRAVATED BATTERY BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3704922,559224,01/06/2022 02:51:46 AM,01/06/2022 02:54:22 AM,01/06/2022 02:54:55 AM,01/06/2022 06:19:02 AM,RTF,REPORT TO FOLLOW,N,7O09,008XX Blk N I-10 Service Rd,70127,7,POINT (-89.99308726 30.03093947),calls_for_service,,
A0730922,30S,HOMICIDE BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3696998,551520,01/07/2022 08:59:52 AM,01/07/2022 09:00:41 AM,01/07/2022 09:05:02 AM,01/07/2022 03:22:23 PM,RTF,REPORT TO FOLLOW,N,7C01,060XX Chef Menteur Hwy,70126,7,POINT (-90.01840793 30.01001075),calls_for_service,,
A0645122,42,AGGRAVATED RAPE,1A,42,AGGRAVATED RAPE,2C,37369000,3513814,01/06/2022 02:34:15 PM,01/06/2022 03:37:02 PM,01/06/2022 04:05:52 PM,01/06/2022 06:54:17 PM,RTF,REPORT TO FOLLOW,N,6M01,027XX S Broad St,70125,6,POINT (0 0),calls_for_service,,
A0652022,37D,AGGRAVATED ASSAULT DOMESTIC,2C,103D,DOMESTIC DISTURBANCE,2C,3704388,559439,01/06/2022 03:34:26 PM,01/07/2022 07:13:59 AM,01/07/2022 07:23:17 AM,01/07/2022 09:20:28 AM,RTF,REPORT TO FOLLOW,N,7O04,070XX Crowder Blvd,70126,7,POINT (-89.99476798 30.03154917),calls_for_service,,
A0678922,34S,AGGRAVATED BATTERY BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3670150,523828,01/06/2022 08:01:34 PM,,01/06/2022 08:04:32 PM,01/06/2022 11:26:59 PM,RTF,REPORT TO FOLLOW,N,2I03,024XX Blk Jena St,70115,2,POINT (-90.10416797 29.93468761),calls_for_service,,
A0717922,34C,AGGRAVATED BATTERY BY CUTTING,2D,34C,AGGRAVATED BATTERY BY CUTTING,2D,3714490,565815,01/07/2022 06:06:59 AM,01/07/2022 06:09:17 AM,01/07/2022 06:12:42 AM,01/07/2022 06:25:26 AM,GOA,GONE ON ARRIVAL,N,7I11,070XX Bullard Ave,70128,7,POINT (-89.96260431 30.04875185),calls_for_service,,
A0732022,34S,AGGRAVATED BATTERY BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3693292,540267,01/07/2022 09:13:51 AM,,01/07/2022 09:19:58 AM,01/07/2022 03:02:58 PM,RTF,REPORT TO FOLLOW,N,5H02,024XX Mazant St,70117,5,POINT (-90.03051848 29.97918555),calls_for_service,,
A0745122,42,AGGRAVATED RAPE,2C,42,AGGRAVATED RAPE,2C,37369000,3513814,01/07/2022 11:23:22 AM,01/07/2022 11:31:12 AM,01/07/2022 11:39:08 AM,01/07/2022 07:08:19 PM,RTF,REPORT TO FOLLOW,N,1C02,024XX Blk D'Abadie St,70119,1,POINT (0 0),calls_for_service,,
A0747022,34D,AGGRAVATED BATTERY DOMESTIC,2C,34D,AGGRAVATED BATTERY DOMESTIC,2C,3666885,533826,01/07/2022 11:36:02 AM,01/07/2022 11:39:06 AM,01/07/2022 11:43:47 AM,01/07/2022 11:50:31 AM,GOA,GONE ON ARRIVAL,N,2T03,032XX S Carrollton Ave,70118,2,POINT (-90.11414138 29.96227449),calls_for_service,,
A0845122,42,AGGRAVATED RAPE,1A,42,AGGRAVATED RAPE,2C,37369000,3513814,01/08/2022 09:43:19 AM,01/08/2022 01:01:20 PM,01/08/2022 01:15:01 PM,01/08/2022 05:59:56 PM,RTF,REPORT TO FOLLOW,N,2K02,090XX Cohn St,70118,0,POINT (0 0),calls_for_service,,
A0846922,34S,AGGRAVATED BATTERY BY SHOOTING,2C,37,AGGRAVATED ASSAULT,2E,3682222,538629,01/08/2022 10:08:07 AM,01/08/2022 10:09:59 AM,01/08/2022 10:10:36 AM,01/08/2022 02:54:30 PM,RTF,REPORT TO FOLLOW,N,5A02,017XX N Roman St,70116,5,POINT (-90.06554087 29.97502251),calls_for_service,,
A0756622,64,ARMED ROBBERY,1A,64,ARMED ROBBERY,2C,3682358,532514,01/07/2022 01:02:40 PM,01/07/2022 04:59:10 PM,01/07/2022 05:29:06 PM,01/07/2022 06:43:15 PM,GOA,GONE ON ARRIVAL,N,8D06,007XX Saint Peter St,70130,8,POINT (-90.06532318 29.9582035),calls_for_service,,
A0766022,37,AGGRAVATED ASSAULT,2E,37,AGGRAVATED ASSAULT,2E,3679192,525560,01/07/2022 02:46:21 PM,01/07/2022 02:47:34 PM,01/07/2022 02:48:11 PM,01/07/2022 03:00:03 PM,GOA,GONE ON ARRIVAL,N,6G02,Martin Luther King Jr Blvd & Saint Charles Ave,70130,6,POINT (-90.07556332 29.93917933),calls_for_service,,
A0768122,30S,HOMICIDE BY SHOOTING,2C,21,COMPLAINT OTHER,1J,3702486,523722,01/07/2022 03:14:49 PM,01/07/2022 03:19:36 PM,01/07/2022 03:20:21 PM,01/07/2022 09:02:43 PM,RTF,REPORT TO FOLLOW,N,4K03,001XX Huntlee Dr,70131,4,POINT (-90.00208888 29.93340201),calls_for_service,,
A0783622,34D,AGGRAVATED BATTERY DOMESTIC,2C,37,AGGRAVATED ASSAULT,2E,3684596,538165,01/07/2022 05:45:43 PM,01/07/2022 05:48:51 PM,01/07/2022 05:55:23 PM,01/07/2022 06:01:25 PM,GOA,GONE ON ARRIVAL,N,5A04,021XX N Claiborne Ave,70116,5,POINT (-90.05805769 29.97367466),calls_for_service,,
A0885422,30S,HOMICIDE BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3704353,562674,01/08/2022 05:56:07 PM,01/08/2022 05:57:46 PM,01/08/2022 06:03:56 PM,01/09/2022 01:55:56 AM,RTF,REPORT TO FOLLOW,N,7P01,Curran Blvd & Benson St,70127,7,POINT (-89.99475747 30.04044556),calls_for_service,,
A0794622,34D,AGGRAVATED BATTERY DOMESTIC,2C,NOPD,INCIDENT REQUESTED BY ANOTHER AGENCY,2A,3704576,554301,01/07/2022 07:40:28 PM,01/07/2022 07:58:02 PM,01/07/2022 08:06:39 PM,01/07/2022 10:28:50 PM,RTF,REPORT TO FOLLOW,N,7E01,Bonita Dr & Grant St,70126,7,POINT (-89.99436385 30.01741482),calls_for_service,,
A0796322,42U,AGGRAVATED RAPE UNFOUNDED BY SPECIAL VICTIMS OR CHILD ABUSE,1C,21,COMPLAINT OTHER,1J,37369000,3513814,01/07/2022 07:56:52 PM,,01/07/2022 07:56:52 PM,01/07/2022 09:44:04 PM,RTF,REPORT TO FOLLOW,Y,2A02,002XX Henry Clay Ave,70118,2,POINT (0 0),calls_for_service,,
A0892722,34C,AGGRAVATED BATTERY BY CUTTING,2D,34C,AGGRAVATED BATTERY BY CUTTING,2D,3699698,552267,01/08/2022 07:22:39 PM,01/08/2022 07:32:13 PM,01/08/2022 07:38:58 PM,01/08/2022 11:08:03 PM,RTF,REPORT TO FOLLOW,N,7C05,042XX Blk Dale St,70126,7,POINT (-90.00984843 30.01197997),calls_for_service,,
A0799122,30S,HOMICIDE BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3680557,542213,01/07/2022 08:25:41 PM,,01/07/2022 08:40:49 PM,01/07/2022 08:44:44 PM,DUP,DUPLICATE,N,3X03,020XX N Broad St,70119,3,POINT (-90.07067326 29.9849271),calls_for_service,,
A0799222,64,ARMED ROBBERY,2C,64,ARMED ROBBERY,2C,3698344,520414,01/07/2022 08:26:40 PM,01/07/2022 08:29:43 PM,01/07/2022 08:30:37 PM,01/07/2022 11:33:02 PM,RTF,REPORT TO FOLLOW,N,4J01,Macarthur Blvd & General Collins Ave,70114,4,POINT (-90.01528478 29.92443604),calls_for_service,,
A0780522,37,AGGRAVATED ASSAULT,1A,37,AGGRAVATED ASSAULT,2E,3669316,539113,01/07/2022 05:15:29 PM,01/07/2022 05:16:57 PM,01/08/2022 02:15:09 AM,01/08/2022 02:21:21 AM,GOA,GONE ON ARRIVAL,N,3D02,045XX Cleveland Ave,70119,3,POINT (-90.10628325 29.97673954),calls_for_service,,
A0787622,37,AGGRAVATED ASSAULT,1A,94,DISCHARGING FIREARM,2D,3684724,539249,01/07/2022 06:21:49 PM,01/07/2022 06:22:43 PM,01/07/2022 06:31:14 PM,01/08/2022 01:00:16 AM,GOA,GONE ON ARRIVAL,N,5A03,Elysian Fields Ave & N Prieur St,70116,5,POINT (-90.05761637 29.97665012),calls_for_service,,
A0794722,34S,AGGRAVATED BATTERY BY SHOOTING,2C,94,DISCHARGING FIREARM,2D,3674866,528077,01/07/2022 07:40:53 PM,,,01/07/2022 07:46:54 PM,DUP,DUPLICATE,N,6L01,020XX S Claiborne Ave,70125,6,POINT (-90.08913307 29.94622835),calls_for_service,,
A0794822,30S,HOMICIDE BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3674866,528077,01/07/2022 07:41:08 PM,01/07/2022 07:42:13 PM,01/07/2022 07:44:58 PM,01/08/2022 12:58:11 AM,RTF,REPORT TO FOLLOW,N,6L01,020XX S Claiborne Ave,70125,6,POINT (-90.08913307 29.94622835),calls_for_service,,
A0798622,30S,HOMICIDE BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3680555,541927,01/07/2022 08:24:30 PM,01/07/2022 08:26:41 PM,01/07/2022 08:30:56 PM,01/08/2022 12:46:50 AM,RTF,REPORT TO FOLLOW,N,5K04,020XX N Broad St,70119,5,POINT (-90.07069204 29.98414197),calls_for_service,,
A0826422,42,AGGRAVATED RAPE,2C,42,AGGRAVATED RAPE,2C,37369000,3513814,01/08/2022 03:25:27 AM,01/08/2022 03:26:33 AM,01/08/2022 03:28:53 AM,01/08/2022 06:33:10 AM,RTF,REPORT TO FOLLOW,N,1I02,018XX Canal St,70112,1,POINT (0 0),calls_for_service,,
A0827422,37D,AGGRAVATED ASSAULT DOMESTIC,2C,66,EXTORTION (THREATS),1H,3687212,539770,01/08/2022 04:04:53 AM,01/08/2022 04:54:28 AM,01/08/2022 05:17:19 AM,01/08/2022 06:49:13 AM,RTF,REPORT TO FOLLOW,N,5G02,025XX N Johnson St,70117,5,POINT (-90.04974125 29.97800668),calls_for_service,,
A0832922,34S,AGGRAVATED BATTERY BY SHOOTING,1A,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3674866,528077,01/08/2022 06:24:18 AM,,01/08/2022 06:28:04 AM,01/08/2022 06:39:23 AM,DUP,DUPLICATE,N,6L01,020XX S Claiborne Ave,70125,6,POINT (-90.08913307 29.94622835),calls_for_service,,
A0838322,37,AGGRAVATED ASSAULT,1A,95G,ILLEGAL CARRYING OF WEAPON- GUN,2D,3684485,541495,01/08/2022 08:19:20 AM,01/08/2022 03:02:24 PM,01/08/2022 03:12:47 PM,01/08/2022 04:44:41 PM,RTF,REPORT TO FOLLOW,N,5K01,025XX Elysian Fields Ave,70119,5,POINT (-90.05829137 29.98283498),calls_for_service,,
