item_number,district,location,disposition,signal_type,signal_description,occurred_date_time,charge_code,charge_description,offender_number,offenderid,offenderstatus,offender_race,offender_gender,offender_age,victim_number,persontype,victim_race,victim_gender,victim_age,victim_fatal_status,hate_crime,report_type,year
B-24834-22,8,009XX Poydras St,OPEN,62C,SIMPLE BURGLARY (VEHICLE),2/17/2022 2:01,14 62,SIMPLE BURGLARY,1.0,733803.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,WHITE,FEMALE,22.0,Non-fatal,,Incident Report,2022
B-24834-22,8,009XX Poydras St,OPEN,62C,SIMPLE BURGLARY (VEHICLE),2/17/2022 2:01,14 67.16,IDENTITY THEFT,1.0,733803.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,WHITE,FEMALE,22.0,Non-fatal,,Incident Report,2022
B-08466-22,5,014XX Marigny St,OPEN,67A,AUTO THEFT,2/7/2022 15:41,,,,,,,,,1.0,VICTIM,,,,Non-fatal,,Supplemental Report,2022
B-08466-22,5,014XX Marigny St,OPEN,67A,AUTO THEFT,2/7/2022 15:41,,,,,,,,,2.0,REPORTING PERSON,WHITE,MALE,28.0,Non-fatal,,Supplemental Report,2022
B-08466-22,5,014XX Marigny St,OPEN,67A,AUTO THEFT,2/7/2022 15:41,,,,,,,,,3.0,VICTIM,WHITE,FEMALE,26.0,Non-fatal,,Supplemental Report,2022
B-24847-22,4,036XX Macarthur Bd,CLOSED,966,DRUG LAW VIOLATION,2/21/2022 12:42,40 967,PROHIBITED ACTS-- SCHEDULE II DRUGS,1.0,733804.0,ARRESTED,BLACK,MALE,56.0,1.0,VICTIM,,,,Non-fatal,,Incident Report,2022
B-24847-22,4,036XX Macarthur Bd,CLOSED,966,DRUG LAW VIOLATION,2/21/2022 12:42,40 1023,PROHIBITED ACTS - DRUG PARAPHENALIA,1.0,733804.0,ARRESTED,BLACK,MALE,56.0,1.0,VICTIM,,,,Non-fatal,,Incident Report,2022
B-24847-22,4,036XX Macarthur Bd,CLOSED,966,DRUG LAW VIOLATION,2/21/2022 12:42,14 108,RESISTING AN OFFICER,1.0,733804.0,ARRESTED,BLACK,MALE,56.0,1.0,VICTIM,,,,Non-fatal,,Incident Report,2022
B-24847-22,4,036XX Macarthur Bd,CLOSED,966,DRUG LAW VIOLATION,2/21/2022 12:42,40 966,PROHIBITED ACTS--SCHEDULE I DRUGS,2.0,733805.0,ARRESTED,BLACK,FEMALE,38.0,1.0,VICTIM,,,,Non-fatal,,Incident Report,2022
B-24847-22,4,036XX Macarthur Bd,CLOSED,966,DRUG LAW VIOLATION,2/21/2022 12:42,40 967,PROHIBITED ACTS-- SCHEDULE II DRUGS,2.0,733805.0,ARRESTED,BLACK,FEMALE,38.0,1.0,VICTIM,,,,Non-fatal,,Incident Report,2022
B-24847-22,4,036XX Macarthur Bd,CLOSED,966,DRUG LAW VIOLATION,2/21/2022 12:42,40 1023,PROHIBITED ACTS - DRUG PARAPHENALIA,2.0,733805.0,ARRESTED,BLACK,FEMALE,38.0,1.0,VICTIM,,,,Non-fatal,,Incident Report,2022
B-24775-22,8,005XX Baronne St,OPEN,21,MISCELLANEOUS INCIDENT,2/21/2022 13:55,,,,,,,,,1.0,REPORTING PERSON,WHITE,MALE,44.0,Non-fatal,,Incident Report,2022
B-24699-22,5,038XX N Johnson St,OPEN,79,VIOLATION OF PROTECTIVE ORDERS,2/21/2022 10:00,14 79,VIOLATIONS OF PROTECTIVE ORDERS,1.0,733806.0,,BLACK,MALE,39.0,1.0,VICTIM,BLACK,MALE,60.0,Non-fatal,,Incident Report,2022
B-24699-22,5,038XX N Johnson St,OPEN,79,VIOLATION OF PROTECTIVE ORDERS,2/21/2022 10:00,14 38,SIMPLE ASSAULT,1.0,733806.0,,BLACK,MALE,39.0,1.0,VICTIM,BLACK,MALE,60.0,Non-fatal,,Incident Report,2022
B-24699-22,5,038XX N Johnson St,OPEN,79,VIOLATION OF PROTECTIVE ORDERS,2/21/2022 10:00,14 79,VIOLATIONS OF PROTECTIVE ORDERS,1.0,733806.0,,BLACK,MALE,39.0,2.0,VICTIM,BLACK,FEMALE,64.0,Non-fatal,,Incident Report,2022
B-24699-22,5,038XX N Johnson St,OPEN,79,VIOLATION OF PROTECTIVE ORDERS,2/21/2022 10:00,14 38,SIMPLE ASSAULT,1.0,733806.0,,BLACK,MALE,39.0,2.0,VICTIM,BLACK,FEMALE,64.0,Non-fatal,,Incident Report,2022
B-24699-22,5,038XX N Johnson St,OPEN,79,VIOLATION OF PROTECTIVE ORDERS,2/21/2022 10:00,,,1.0,733806.0,,BLACK,MALE,39.0,3.0,INTERVIEW,BLACK,MALE,39.0,Non-fatal,,Incident Report,2022
B-24755-22,5,019XX Mazant St,OPEN,103D,DISTURBANCE (DOMESTIC),2/21/2022 12:00,,,,,,,,,1.0,REPORTING PERSON,BLACK,MALE,37.0,Non-fatal,,Incident Report,2022
B-24853-22,1,019XX Canal St,OPEN,21R,OUT OF PARISH VEHICLE RECOVERY,2/21/2022 13:10,14 69,ILLEGAL POSSESSION OF STOLEN THINGS,1.0,734994.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,WHITE,MALE,,Non-fatal,,Incident Report,2022
B-24944-22,4,032XX Diana St,OPEN,56,SIMPLE CRIMINAL DAMAGE,2/20/2022 8:45,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,1.0,733808.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,BLACK,MALE,58.0,Non-fatal,,Incident Report,2022
B-24722-22,5,048XX Florida Av,CLOSED,21R,OUT OF PARISH VEHICLE RECOVERY,2/21/2022 10:00,14 69,ILLEGAL POSSESSION OF STOLEN THINGS,1.0,738385.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,BLACK,MALE,,Non-fatal,,Incident Report,2022
B-24910-22,6,018XX Rev John Raphael Jr St,OPEN,21,MISCELLANEOUS INCIDENT,2/21/2022 14:00,,,,,,,,,1.0,REPORTING PERSON,BLACK,MALE,,Non-fatal,,Incident Report,2022
B-24950-22,8,002XX Bourbon St,OPEN,35,SIMPLE BATTERY,1/27/2022 19:00,14 34.1,SECOND DEGREE BATTERY,1.0,733810.0,,UNKNOWN,MALE,,1.0,VICTIM,BLACK,MALE,59.0,Non-fatal,,Incident Report,2022
B-21250-22,4,021XX Cobblestone Ln #E,CLOSED,30S,HOMICIDE (SHOOTING),2/18/2022 6:48,14 30.1,SECOND DEGREE MURDER,1.0,733811.0,ARRESTED,BLACK,MALE,17.0,1.0,VICTIM,UNKNOWN,UNKNOWN,,Non-fatal,,Supplemental Report,2022
B-24978-22,8,S Peters St & Andrew Higgins,OPEN,67F,THEFT BY FRAUD,2/14/2022 16:00,14 67,THEFT,1.0,733812.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,WHITE,FEMALE,49.0,Non-fatal,,Incident Report,2022
B-24936-22,4,028XX General Meyer Av,OPEN,63,TRESPASSING,2/20/2022 17:54,54 153,CRIMINAL TRESPASS,3.0,733813.0,,BLACK,MALE,,1.0,VICTIM,,,,Non-fatal,,Incident Report,2022
B-24936-22,4,028XX General Meyer Av,OPEN,63,TRESPASSING,2/20/2022 17:54,,,3.0,733813.0,,BLACK,MALE,,2.0,REPORTING PERSON,BLACK,MALE,,Non-fatal,,Incident Report,2022
B-24936-22,4,028XX General Meyer Av,OPEN,63,TRESPASSING,2/20/2022 17:54,54 153,CRIMINAL TRESPASS,2.0,733814.0,,BLACK,MALE,,1.0,VICTIM,,,,Non-fatal,,Incident Report,2022
B-24936-22,4,028XX General Meyer Av,OPEN,63,TRESPASSING,2/20/2022 17:54,,,2.0,733814.0,,BLACK,MALE,,2.0,REPORTING PERSON,BLACK,MALE,,Non-fatal,,Incident Report,2022
B-24936-22,4,028XX General Meyer Av,OPEN,63,TRESPASSING,2/20/2022 17:54,54 153,CRIMINAL TRESPASS,1.0,733815.0,,BLACK,MALE,,1.0,VICTIM,,,,Non-fatal,,Incident Report,2022
B-24936-22,4,028XX General Meyer Av,OPEN,63,TRESPASSING,2/20/2022 17:54,,,1.0,733815.0,,BLACK,MALE,,2.0,REPORTING PERSON,BLACK,MALE,,Non-fatal,,Incident Report,2022
B-21366-22,3,XX Crane St,OPEN,67A,AUTO THEFT,2/18/2022 1:45,14 67.26,THEFT OF A MOTOR VEHICLE,1.0,733817.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,WHITE,MALE,49.0,Non-fatal,,Supplemental Report,2022
B-21366-22,3,XX Crane St,OPEN,67A,AUTO THEFT,2/18/2022 1:45,,,1.0,733817.0,,UNKNOWN,UNKNOWN,,2.0,REPORTING PERSON,BLACK,MALE,56.0,Non-fatal,,Supplemental Report,2022
B-21366-22,3,XX Crane St,OPEN,67A,AUTO THEFT,2/18/2022 1:45,,,1.0,733817.0,,UNKNOWN,UNKNOWN,,3.0,INTERVIEW,ASIAN,MALE,55.0,Non-fatal,,Supplemental Report,2022
B-24914-22,1,004XX N Galvez St #6,OPEN,103D,DISTURBANCE (DOMESTIC),2/21/2022 14:17,,,,,,,,,1.0,INTERVIEW,BLACK,MALE,42.0,Non-fatal,,Incident Report,2022
B-24914-22,1,004XX N Galvez St #6,OPEN,103D,DISTURBANCE (DOMESTIC),2/21/2022 14:17,,,,,,,,,2.0,INTERVIEW,BLACK,FEMALE,42.0,Non-fatal,,Incident Report,2022
B-24924-22,1,Tulane Av & S Clark St,OPEN,21,MISCELLANEOUS INCIDENT,2/21/2022 9:00,,,,,,,,,1.0,REPORTING PERSON,BLACK,MALE,48.0,Non-fatal,,Incident Report,2022
B-24979-22,3,E I-10 E Onramp & Airline,OPEN,56,SIMPLE CRIMINAL DAMAGE,2/21/2022 15:00,,,,,,,,,1.0,REPORTING PERSON,WHITE,MALE,51.0,Non-fatal,,Incident Report,2022
B-24984-22,4,017XX Hero St,OPEN,103D,DISTURBANCE (DOMESTIC),2/21/2022 15:00,,,,,,,,,2.0,INTERVIEW,BLACK,FEMALE,44.0,Non-fatal,,Incident Report,2022
B-24984-22,4,017XX Hero St,OPEN,103D,DISTURBANCE (DOMESTIC),2/21/2022 15:00,,,,,,,,,1.0,REPORTING PERSON,BLACK,FEMALE,18.0,Non-fatal,,Incident Report,2022
B-04779-22,1,N Derbigny St & Saint Louis St,OPEN,65,SIMPLE ROBBERY,1/30/2022 2:33,,,,,,,,,,,,,,Non-fatal,,Supplemental Report,2022
B-16788-22,5,019XX N Robertson St,OPEN,67A,AUTO THEFT,2/14/2022 0:30,,,,,,,,,,,,,,Non-fatal,,Supplemental Report,2022
B-24682-22,2,027XX General Pershing St,OPEN,103,DISTURBANCE,2/21/2022 10:05,,,,,,,,,1.0,REPORTING PERSON,WHITE,FEMALE,,Non-fatal,,Incident Report,2022
B-24682-22,2,027XX General Pershing St,OPEN,103,DISTURBANCE,2/21/2022 10:05,,,,,,,,,2.0,INTERVIEW,WHITE,FEMALE,,Non-fatal,,Incident Report,2022
B-24945-22,2,077XX Walmsley St,OPEN,56,SIMPLE CRIMINAL DAMAGE,2/20/2022 4:00,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,1.0,733820.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,,,,Non-fatal,,Incident Report,2022
B-24945-22,2,077XX Walmsley St,OPEN,56,SIMPLE CRIMINAL DAMAGE,2/20/2022 4:00,,,1.0,733820.0,,UNKNOWN,UNKNOWN,,2.0,REPORTING PERSON,WHITE,FEMALE,52.0,Non-fatal,,Incident Report,2022
B-24779-22,6,Loyola Av & Calliope St,OPEN,67A,AUTO THEFT,2/20/2022 21:45,14 67.26,THEFT OF A MOTOR VEHICLE,1.0,733821.0,,UNKNOWN,UNKNOWN,21.0,1.0,VICTIM,BLACK,MALE,49.0,Non-fatal,,Incident Report,2022
B-24556-22,7,051XX Bundy Rd #G22,OPEN,62,SIMPLE BURGLARY,2/20/2022 23:30,,,1.0,733822.0,,UNKNOWN,UNKNOWN,,2.0,REPORTING PERSON,BLACK,MALE,47.0,Non-fatal,,Incident Report,2022
B-24556-22,7,051XX Bundy Rd #G22,OPEN,62,SIMPLE BURGLARY,2/20/2022 23:30,14 62.2,SIMPLE BURGLARY (INHABITED DWELLING),1.0,733822.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,,,,Non-fatal,,Incident Report,2022
B-25023-22,8,011XX Tulane Av,OPEN,21,MISCELLANEOUS INCIDENT,2/11/2022 12:00,,,,,,,,,1.0,REPORTING PERSON,WHITE,MALE,41.0,Non-fatal,,Incident Report,2022
B-25032-22,8,Bourbon St & Toulouse St,OPEN,21P,LOST PROPERTY,2/20/2022 3:15,,,,,,,,,1.0,REPORTING PERSON,WHITE,MALE,60.0,Non-fatal,,Incident Report,2022
B-24812-22,2,078XX Saint Charles Av,OPEN,103,DISTURBANCE,2/21/2022 16:00,,,,,,,,,1.0,REPORTING PERSON,WHITE,FEMALE,32.0,Non-fatal,,Incident Report,2022
B-24827-22,6,015XX Prytania St,OPEN,67AR,AUTO THEFT & RECOVERY,2/19/2022 7:20,,,1.0,733825.0,,UNKNOWN,UNKNOWN,,1.0,REPORTING PERSON,WHITE,MALE,31.0,Non-fatal,,Incident Report,2022
B-24827-22,6,015XX Prytania St,OPEN,67AR,AUTO THEFT & RECOVERY,2/19/2022 7:20,14 67,THEFT,1.0,733825.0,,UNKNOWN,UNKNOWN,,2.0,VICTIM,,,,Non-fatal,,Incident Report,2022
B-11382-22,1,015XX Basin St,OPEN,67A,AUTO THEFT,2/9/2022 21:15,14 67.26,THEFT OF A MOTOR VEHICLE,1.0,733823.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,WHITE,FEMALE,61.0,Non-fatal,,Supplemental Report,2022
B-24869-22,2,081XX Sycamore St,OPEN,56,SIMPLE CRIMINAL DAMAGE,2/21/2022 3:00,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,1.0,733824.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,WHITE,FEMALE,25.0,Non-fatal,,Incident Report,2022
B-25061-22,8,002XX Bourbon St,OPEN,67P,PICKPOCKET,2/20/2022 21:00,14 67,THEFT,1.0,733826.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,UNKNOWN,FEMALE,26.0,Non-fatal,,Incident Report,2022
B-23634-22,6,018XX Amelia St,UNFOUNDED,67A,AUTO THEFT,2/19/2022 16:00,,,,,,,,,1.0,REPORTING PERSON,WHITE,FEMALE,36.0,Non-fatal,,Supplemental Report,2022
B-19198-22,3,Gentilly & Foy St,OPEN,56,SIMPLE CRIMINAL DAMAGE,2/16/2022 13:07,,,1.0,733827.0,,BLACK,MALE,,2.0,REPORTING PERSON,BLACK,MALE,,Non-fatal,,Incident Report,2022
B-19198-22,3,Gentilly & Foy St,OPEN,56,SIMPLE CRIMINAL DAMAGE,2/16/2022 13:07,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,1.0,733827.0,,BLACK,MALE,,1.0,VICTIM,,,,Non-fatal,,Incident Report,2022
B-24922-22,7,056XX Read Bd,OPEN,67C,THEFT FROM EXTERIOR OF VEHICLE,2/21/2022 12:15,14 67,THEFT,1.0,733828.0,,UNKNOWN,UNKNOWN,21.0,1.0,VICTIM,UNKNOWN,MALE,77.0,Non-fatal,,Incident Report,2022
B-25018-22,5,023XX N Villere St,OPEN,29ST,SUICIDE THREAT,2/21/2022 16:02,,,,,,,,,3.0,INTERVIEW,UNKNOWN,FEMALE,,Non-fatal,,Incident Report,2022
B-25018-22,5,023XX N Villere St,OPEN,29ST,SUICIDE THREAT,2/21/2022 16:02,,,,,,,,,4.0,INTERVIEW,BLACK,FEMALE,,Non-fatal,,Incident Report,2022
B-25018-22,5,023XX N Villere St,OPEN,29ST,SUICIDE THREAT,2/21/2022 16:02,,,,,,,,,1.0,NON-VICTIM,BLACK,FEMALE,32.0,Non-fatal,,Incident Report,2022
B-25018-22,5,023XX N Villere St,OPEN,29ST,SUICIDE THREAT,2/21/2022 16:02,,,,,,,,,2.0,REPORTING PERSON,UNKNOWN,UNKNOWN,,Non-fatal,,Incident Report,2022
B-22865-22,7,130XX Sevres St,CLOSED,34,AGGRAVATED BATTERY,2/19/2022 17:20,,,1.0,733829.0,ARRESTED,BLACK,MALE,13.0,1.0,REPORTING PERSON,BLACK,FEMALE,30.0,Non-fatal,,Supplemental Report,2022
B-22865-22,7,130XX Sevres St,CLOSED,34,AGGRAVATED BATTERY,2/19/2022 17:20,14 34,AGG. BATTERY,1.0,733829.0,ARRESTED,BLACK,MALE,13.0,2.0,VICTIM,BLACK,FEMALE,11.0,Non-fatal,,Supplemental Report,2022
B-25025-22,1,014XX Canal St,OPEN,103,DISTURBANCE,1/21/2022 22:30,,,,,,,,,1.0,REPORTING PERSON,WHITE,MALE,47.0,Non-fatal,,Incident Report,2022
B-24929-22,7,080XX Trapier Av #21,OPEN,35,SIMPLE BATTERY,2/20/2022 21:30,54 96,BATTERY,1.0,733830.0,,BLACK,FEMALE,47.0,1.0,VICTIM,BLACK,FEMALE,23.0,Non-fatal,,Incident Report,2022
B-24929-22,7,080XX Trapier Av #21,OPEN,35,SIMPLE BATTERY,2/20/2022 21:30,54 96,BATTERY,1.0,733830.0,,BLACK,FEMALE,47.0,2.0,VICTIM,BLACK,MALE,2.0,Non-fatal,,Incident Report,2022
B-25076-22,8,001XX Roosevelt Wy,OPEN,67,THEFT,2/20/2022 0:00,14 67.15,THEFT OF A FIREARM,1.0,733831.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,BLACK,MALE,35.0,Non-fatal,,Incident Report,2022
B-26990-22,1,S Galvez St & Poydras St,OPEN,67,THEFT,2/23/2022 2:00,14 67,THEFT,1.0,734146.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,,,,Non-fatal,,Incident Report,2022
B-26990-22,1,S Galvez St & Poydras St,OPEN,67,THEFT,2/23/2022 2:00,,,1.0,734146.0,,UNKNOWN,UNKNOWN,,2.0,REPORTING PERSON,WHITE,MALE,44.0,Non-fatal,,Incident Report,2022
B-27384-22,7,078XX Means Av,OPEN,103,DISTURBANCE,2/24/2022 0:23,,,,,,,,,1.0,REPORTING PERSON,BLACK,FEMALE,33.0,Non-fatal,,Incident Report,2022
B-27375-22,5,023XX N Rampart St,OPEN,62R,SIMPLE BURGLARY (RESIDENCE),2/23/2022 22:15,14 62.2,SIMPLE BURGLARY (INHABITED DWELLING),1.0,734144.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,WHITE,FEMALE,26.0,Non-fatal,,Incident Report,2022
B-27038-22,8,009XX Saint Ann St,OPEN,21,MISCELLANEOUS INCIDENT,2/23/2022 14:45,,,,,,,,,1.0,REPORTING PERSON,WHITE,FEMALE,42.0,Non-fatal,,Supplemental Report,2022
B-27368-22,2,026XX Hamilton St,OPEN,103D,DISTURBANCE (DOMESTIC),2/23/2022 23:54,,,1.0,734721.0,,BLACK,MALE,44.0,2.0,REPORTING PERSON,BLACK,FEMALE,61.0,Non-fatal,,Incident Report,2022
B-27368-22,2,026XX Hamilton St,OPEN,103D,DISTURBANCE (DOMESTIC),2/23/2022 23:54,14 34.1,SECOND DEGREE BATTERY,1.0,734721.0,,BLACK,MALE,44.0,1.0,VICTIM,BLACK,MALE,49.0,Non-fatal,,Incident Report,2022
B-27204-22,5,028XX Law St,OPEN,35,SIMPLE BATTERY,2/22/2022 11:00,14 35,SIMPLE BATTERY,1.0,734147.0,,BLACK,FEMALE,,1.0,VICTIM,BLACK,FEMALE,12.0,Non-fatal,,Incident Report,2022
B-27204-22,5,028XX Law St,OPEN,35,SIMPLE BATTERY,2/22/2022 11:00,,,1.0,734147.0,,BLACK,FEMALE,,2.0,REPORTING PERSON,BLACK,FEMALE,32.0,Non-fatal,,Incident Report,2022
B-27204-22,5,028XX Law St,OPEN,35,SIMPLE BATTERY,2/22/2022 11:00,14 35,SIMPLE BATTERY,2.0,734148.0,,BLACK,FEMALE,,1.0,VICTIM,BLACK,FEMALE,12.0,Non-fatal,,Incident Report,2022
B-27204-22,5,028XX Law St,OPEN,35,SIMPLE BATTERY,2/22/2022 11:00,,,2.0,734148.0,,BLACK,FEMALE,,2.0,REPORTING PERSON,BLACK,FEMALE,32.0,Non-fatal,,Incident Report,2022
B-27429-22,8,Dauphine St & Toulouse St,OPEN,67,THEFT,2/24/2022 0:32,14 67,THEFT,1.0,734149.0,,BLACK,MALE,,1.0,VICTIM,WHITE,MALE,55.0,Non-fatal,,Incident Report,2022
B-27429-22,8,Dauphine St & Toulouse St,OPEN,67,THEFT,2/24/2022 0:32,14 38,SIMPLE ASSAULT,1.0,734149.0,,BLACK,MALE,,1.0,VICTIM,WHITE,MALE,55.0,Non-fatal,,Incident Report,2022
B-24359-22,5,021XX Aubry St,OPEN,37,AGGRAVATED ASSAULT,2/21/2022 2:50,14 (27) 30.1,ATTEMPT - SECOND DEGREEMURDER,1.0,734150.0,,BLACK,MALE,46.0,1.0,VICTIM,BLACK,FEMALE,28.0,Non-fatal,,Supplemental Report,2022
B-24359-22,5,021XX Aubry St,OPEN,37,AGGRAVATED ASSAULT,2/21/2022 2:50,14 35,SIMPLE BATTERY,1.0,734150.0,,BLACK,MALE,46.0,1.0,VICTIM,BLACK,FEMALE,28.0,Non-fatal,,Supplemental Report,2022
B-24359-22,5,021XX Aubry St,OPEN,37,AGGRAVATED ASSAULT,2/21/2022 2:50,,,1.0,734150.0,,BLACK,MALE,46.0,2.0,WITNESS,BLACK,FEMALE,43.0,Non-fatal,,Supplemental Report,2022
B-24359-22,5,021XX Aubry St,OPEN,37,AGGRAVATED ASSAULT,2/21/2022 2:50,,,1.0,734150.0,,BLACK,MALE,46.0,3.0,WITNESS,BLACK,FEMALE,28.0,Non-fatal,,Supplemental Report,2022
B-27252-22,7,048XX Bergerac St,OPEN,103D,DISTURBANCE (DOMESTIC),2/23/2022 19:55,,,,,,,,,1.0,REPORTING PERSON,BLACK,FEMALE,39.0,Non-fatal,,Incident Report,2022
B-27252-22,7,048XX Bergerac St,OPEN,103D,DISTURBANCE (DOMESTIC),2/23/2022 19:55,,,,,,,,,2.0,INTERVIEW,BLACK,MALE,16.0,Non-fatal,,Incident Report,2022
B-27407-22,8,004XX Bourbon St,OPEN,21P,LOST PROPERTY,2/23/2022 22:30,,,,,,,,,1.0,REPORTING PERSON,WHITE,MALE,41.0,Non-fatal,,Incident Report,2022
B-27311-22,8,003XX Picayune Pl,OPEN,37,AGGRAVATED ASSAULT,2/23/2022 21:35,14 37.4,AGGRAVATED ASSAULT WITH A FIREARM,1.0,734153.0,,BLACK,MALE,,1.0,VICTIM,BLACK,MALE,60.0,Non-fatal,,Incident Report,2022
B-27311-22,8,003XX Picayune Pl,OPEN,37,AGGRAVATED ASSAULT,2/23/2022 21:35,14 62,SIMPLE BURGLARY,1.0,734153.0,,BLACK,MALE,,1.0,VICTIM,BLACK,MALE,60.0,Non-fatal,,Incident Report,2022
B-27485-22,8,007XX Burgundy St,OPEN,62C,SIMPLE BURGLARY (VEHICLE),2/24/2022 2:10,14 62,SIMPLE BURGLARY,1.0,734154.0,,BLACK,MALE,,1.0,VICTIM,WHITE,MALE,47.0,Non-fatal,,Incident Report,2022
B-15219-22,8,Royal St & Saint Louis St,OPEN,56,SIMPLE CRIMINAL DAMAGE,2/12/2022 22:03,54 151,CRIMINAL DAMAGE TO PROPERTY,1.0,734156.0,,UNKNOWN,MALE,,1.0,VICTIM,WHITE,MALE,48.0,Non-fatal,,Incident Report,2022
B-27476-22,8,003XX Saint Charles Av,CLOSED,35D,SIMPLE BATTERY (DOMESTIC),2/24/2022 2:00,14 34.9,BATTERY OF A DATING PARTNER (SIMPLE),1.0,734157.0,ARRESTED,BLACK,FEMALE,25.0,1.0,VICTIM,BLACK,MALE,34.0,Non-fatal,,Incident Report,2022
B-27458-22,2,088XX Birch St,OPEN,103D,DISTURBANCE (DOMESTIC),2/24/2022 1:32,,,,,,,,,1.0,REPORTING PERSON,WHITE,MALE,39.0,Non-fatal,,Incident Report,2022
B-27458-22,2,088XX Birch St,OPEN,103D,DISTURBANCE (DOMESTIC),2/24/2022 1:32,,,,,,,,,2.0,INTERVIEW,WHITE,MALE,35.0,Non-fatal,,Incident Report,2022
B-27418-22,5,033XX Morrice Duncan,OPEN,103D,DISTURBANCE (DOMESTIC),2/24/2022 0:30,,,,,,,,,1.0,REPORTING PERSON,BLACK,FEMALE,34.0,Non-fatal,,Incident Report,2022
B-27418-22,5,033XX Morrice Duncan,OPEN,103D,DISTURBANCE (DOMESTIC),2/24/2022 0:30,,,,,,,,,2.0,REPORTING PERSON,BLACK,MALE,41.0,Non-fatal,,Incident Report,2022
B-27507-22,5,015XX Lizardi St,OPEN,62R,SIMPLE BURGLARY (RESIDENCE),2/24/2022 2:45,14 62,SIMPLE BURGLARY,1.0,734158.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,BLACK,MALE,38.0,Non-fatal,,Incident Report,2022
B-27367-22,2,S Claiborne Av & Lowerline St,OPEN,103D,DISTURBANCE (DOMESTIC),2/23/2022 22:55,,,,,,,,,1.0,REPORTING PERSON,BLACK,MALE,34.0,Non-fatal,,Incident Report,2022
B-27367-22,2,S Claiborne Av & Lowerline St,OPEN,103D,DISTURBANCE (DOMESTIC),2/23/2022 22:55,,,,,,,,,2.0,INTERVIEW,BLACK,MALE,29.0,Non-fatal,,Incident Report,2022
B-27544-22,7,074XX Malvern Dr,OPEN,56,SIMPLE CRIMINAL DAMAGE,2/24/2022 0:00,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,1.0,734159.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,BLACK,MALE,64.0,Non-fatal,,Incident Report,2022
B-27544-22,7,074XX Malvern Dr,OPEN,56,SIMPLE CRIMINAL DAMAGE,2/24/2022 0:00,,,1.0,734159.0,,UNKNOWN,UNKNOWN,,2.0,INTERVIEW,BLACK,FEMALE,40.0,Non-fatal,,Incident Report,2022
B-27544-22,7,074XX Malvern Dr,OPEN,56,SIMPLE CRIMINAL DAMAGE,2/24/2022 0:00,,,1.0,734159.0,,UNKNOWN,UNKNOWN,,3.0,REPORTING PERSON,BLACK,MALE,38.0,Non-fatal,,Incident Report,2022
B-27508-22,8,007XX N Peters St,OPEN,21,MISCELLANEOUS INCIDENT,2/24/2022 4:00,,,,,,,,,1.0,NON-VICTIM,,,,Non-fatal,,Incident Report,2022
B-27564-22,1,014XX Laharpe St,OPEN,21,MISCELLANEOUS INCIDENT,2/24/2022 4:48,,,,,,,,,1.0,REPORTING PERSON,,,,Non-fatal,,Incident Report,2022
B-27557-22,2,028XX Louisiana Av #A,CLOSED,35D,SIMPLE BATTERY (DOMESTIC),2/24/2022 4:40,14 35.3(K),DOMESTIC ABUSE BATTERY(PREGNANT VICTIM) - SIMPLE ,1.0,734160.0,ARRESTED,BLACK,MALE,44.0,1.0,VICTIM,BLACK,FEMALE,37.0,Non-fatal,,Incident Report,2022
B-27558-22,1,032XX Canal St,OPEN,35,SIMPLE BATTERY,2/24/2022 3:40,54 96,BATTERY,1.0,734161.0,,BLACK,MALE,,1.0,VICTIM,BLACK,MALE,51.0,Non-fatal,,Incident Report,2022
B-27567-22,8,012XX Royal St,OPEN,35,SIMPLE BATTERY,2/24/2022 5:00,14 35,SIMPLE BATTERY,1.0,734162.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,BLACK,MALE,,Non-fatal,,Incident Report,2022
B-27533-22,1,014XX Laharpe St,OPEN,21,MISCELLANEOUS INCIDENT,2/24/2022 3:00,,,,,,,,,1.0,REPORTING PERSON,BLACK,MALE,,Non-fatal,,Incident Report,2022
