item_number,Signal Code
A-08776-21,103F
L-17029-20,1028P
A-05250-21,37
A-09433-21,18
A-09363-21,100
A-09640-21,22W
A-09487-21,100
A-09678-21,67A
A-09931-21,21
A-09931-21,21
A-10168-21,60
A-10203-21,103
A-10011-21,34 S
A-10388-21,21
A-10305-21,18
A-10374-21,21
A-10296-21,37
A-10356-21,34 S
A-10608-21,20
A-10727-21,100-I
A-10767-21,18
A-10968-21,106
A-11015-21,107
A-11112-21,18
A-11272-21,20I
A-11346-21,18
A-11368-21,103
A-11463-21,67A
A-11330-21,100
A-10356-21,34 S
A-11289-21,18
A-11511-21,99
L-22826-20,30 S
A-11557-21,103F
A-11626-20,103F
A-11437-21,64 J
A-01772-21,62 B
A-12055-21,18
A-11935-21,100
A-12237-21,100
A-12313-21,100-C
A-12324-21,56
A-12378-21,20-I
A-12335-21,20I
A-12378-21,20I
A-11437-21,64 G
A-12566-21,107
A-12592-21,18
A-12550-21,20
A-12335-21,20I
A-12332-21,20
A-12699-21,18
A-12471-21,20
A-13036-21,20
A-13053-21,20
A-13047-21,64G
A-13240-21,20
A-13433-21,21
A-10858-21,62C
A-08068-21,65
A-13554-21,107
L-22826-20,30S
A-12335-21,20-I
A-14061-21,64-J
A-13815-21,20
A-14391-21,20
A-14604-21,20
H-11261-20,21
A-13433-21,21
A-14875-21,62
A-14859-21,107
A-114995-21,100
L-18846-20,64
A-14421-21,67A
A-14153-21,67A
A-15842-21,20X
A-15865-21,20
H-11261-20,21
A-07625-21,62C
A-16140-21,20
A-16214-21,34S
A-16214-21,34S
A-16375-21,21
A-10168-21,65J
A-16591-21,62C
A-16555-21,62C
A-16694-21,18
A-16699-21,18
A-16559-21,20
A-10229-21,30 S
A-16701-21,67
A-16868-21,18
A-16860-21,18
A-16673-21,20
A-16940-21,18
A-17395-21,20I
A-16262-21,21
A-13433-21,21
A-03818-21,62R
A-17676-21,20
A-17817-21,103
A-17826-21,20
A-17882-21,20
A-16252-21,67R
A-17946-21,106
A-17957-21,103
L-35676-20,27/64G
A-07594-21,64G
A-06392-21,64J
A-10866-21,37
A-18230-21,18
A-18247-21,18
A-18266-21,18
A-18310-21,18
A-18320-21,18
A-18445-21,64G
A-05847-21,67
A-18445-21,64G
A-13300-21,67A
A-18838-21,20
A-19884-21,20
A-19025-21,67A
A-17680-21,20-I
A-19267-21,64-J
A-19260-21,62-C
A-19417-21,21R
A-19580-21,62C
A-19696-21,62-B
A-19899-21,100
A-19986-21,20
A-20100-21,99
A-20138-21,20I
A-20115-21,100
A-16252-21,67R
A-20718-21,20-I
A-20718-21,20
A-20809-21,65
A-21033-21,62C
A-21136-21,20I
A-20968-21,34S
A-13300-21,67A
A-19696-21,62B
A-21095-21,43
A-21689-21,20
A-21894-21,64-G
A-22209-21,34C
A-22125-21,20
A-22485-21,20
A-22523-21,20
A-22575-21,100
A-22602-21,34S
A-22602-21,30S
A-22602-21,30 S
A-22866-21,67 A
A-22882-21,103 F
A-22369-21,64
A-22712-21,67 A
A-22942-21,103
A-23059-21,103 F
A-23414-21,18
A-23516-21,20
A-22602-21,30S
L-34518-20,34S
A-23537-21,20-I
A-22203-21,67A
A-23733-21,20
A-23786-21,100
A-22369-21,64G
A-24001-21,18
A-23943-21,21 G
A-24028-21,107
A-23945-21,62 C
A-24047-21,18
A-24094-21,18
A-24115-21,18
A-24023-21,18
A-24177-21,18
A-24228-21,18
A-24228-21,18
A-24292-21,20
A-24288-21,18
A-24284-21,67
A-24370-21,18
A-10350-21,34 S
A-24632-21,30S
A-24742-21,20
A-24449-21,62C
A-24461-21,62C
A-15535-21,62B
A-23973-21,65
A-16262-21,21
A-24374-21,62C
A-24861-21,62C
A-21809-21,37
A-25141-21,107
A-07605-21,67-A
A-10168-21,65
A-25118-21,20
A-02397-21,67-A
A-25458-21,100-i
A-25487-21,27/64-G
A-25566-21,20
A-25619-21,35
A-25249-21,20I
A-25487-21,27/64G
A-25876-21,20
A-26025-21,20
L-34225-20,20
I-36679-20,21
A-23807-21,30S
A-13433-21,21
A-16262-21,21
A-26417-21,107
G-23400-20,21
A-26329-21,30S
A-15121-21,34S
A-26680-21,20I
A-26707-21,20
A-21985-21,37
A-26910-21,65
A-27120-21,20
A-27337-21,22D
A-26329-21,30S
A-27249-21,100
A-27476-21,20
A-16262-21,21
A-26322-21,62
A-27650-21,20
A-27707-20,18
A-27751-21,103
A-27798-21,103
A-27857-21,103
A-26910-21,67
A-27899-21,20I
A-27159-21,67 A
A-27955-21,21
A-28007-21,103
A-10866-21,37D
A-28096-21,18
A-28031-21,100F
A-28010-21,94
A-28111-21,18
A-28165-21,34 S
A-28255-21,18
A-28307-21,21
A-28376-21,103F
A-21227-21,62C
A-26329-21,30S
A-24580-21,62C
A-28668-21,20
A-28797-21,27-65
A-28165-21,34S
A-29120-21,21
A-29138-21,103
A-29165-21,103
A-09885-21,34 S
A-28896-21,103
A-29250-21,18
A-29277-21,18
A-29344-21,18
A-29397-21,103
A-29553-21,37
A-29575-21,27-62B
A-10380-21,64G
A-16262-21,21
A-24580-21,62C
A-24284-21,27-62
A-300061-21,18
A-30064-21,21G
A-30078-21,18
A-30108-21,99
A-30119-21,35
A-30132-21,20X
A-30138-21,100I
A-30168-21,35 D
A-30116-21,27 -64 G
A-30243-21,107
A-30286-21,103F
A-30297-21,21G
A-30294-21,99
A-30173-21,103
A-10011-21,34 S
A-30350-21,18
A-30383-21,18
A-30387-21,21G
A-30417-21,18
A-30423-21,21
A-30433-21,18
A-30466-21,18
A-30660-21,20C
A-30731-21,20
A-30759-21,100I
A-30828-21,64J
A-29983-21,62B
A-30828-21,64J
A-31218-21,99
A-31233-21,94
A-28932-21,34-S
A-00823-21,34-S
A-31407-21,20
A-31535-21,30S
A-25487-21,27/64G
A-31407-21,20I
A-31431-21,65J
A-30828-21,64J
A-31535-21,30S
A-31278-21,34S
A-31751-21,34C
A-31963-21,18
A-28557-21,62C
A-31922-21,94
A-32292-21,20
A-32127-21,21
A-32088-21,67
A-31431-21,65 J
A-32280-21,64J
A-32421-21,21
A-32490-21,20
A-28932-21,34 S
A-32526-21,37
A-32434-21,95-G
A-32490-21,20
A-32569-21,64-G
A-29842-21,62-C
A-09885-21,34S
A-32696-21,65P
A-32776-21,20I
A-32845-21,103
A-32569-21,64G
A-32396-21,62R
A-33021-21,64J
A-33398-21,20
A-33465-21,20I
A-33558-21,103M
I-00820-20,21
A-31666-21,64J
A-32421-21,21
A-32501-21,64J
A-32696-21,65P
A-33718-21,20
A-33701-21,20-I
A-16262-21,21
A-33839-21,107
A-34025-21,103
A-34066-21,30S
A-34083-21,107
A-34111-21,18
A-34168-21,18
A-28165-21,34 S
A-33891-21,100
A-34181-21,103 F
A-34225-21,18
A-34385-21,18
A-34533-18,18
A-34620-21,20
A-34663-21,18
A-34692-21,18
A-34714-21,100
A-32385-21,67S
A-34818-21,18
A-34765-21,107
A-34729-21,95G
A-34915-21,103
A-32127-21,21
A-13433-21,21
A-13433-21,21
J-25346-20,21
J-25346-20,21
A-35189-21,20
J-25346-20,21
A-35135-21,20I
A-00823-21,34 S
A-35684-21,103 D
A-35681-21,18
A-35551-21,103
J-25346-20,21
A-32854-21,30 S
A-36003-21,20
A-35592-21,67A
A-36194-21,94
A-36213-21,21
A-36338-21,107
A-36194-21,94
A-32967-21,62 C
A-36540-21,21
A-36547-21,18
A-34066-21,30S
A-36616-21,20
A-36530-21,20
A-36633-21,21
A-36555-21,34S
A-36740-21,20
A-37351-21,103
A-37570-21,20
A-37429-21,35
RTCC - 19035,21D
A-37676-21,20
A-37682-21,100
A-37772-21,67
A-37827-21,21G
A-37944-21,20I
A-37628-21,20
A-32854-21,30-S
A-38077-21,20
A-38082-21,67A
A-38255-21,27-67A
A-38892-21,94
A-32781-21,62C
A-38936-21,30C
A-38988-21,20
A-38936-21,30C
A-39218-21,20
A-39840-21,20
A-39490-21,20
A-39512-21,24
A-39399-21,34-S
B-00031-21,64
B-00172-21,29-U
B-00608-21,34S
A-37628-21,20
I-32726-20,21
B-00890-21,21
A-29811-21,21
A-32718-21,62C
A-35125-21,64G
B-01012-21,18
A-01041-21,18
B-01116-21,18
B-01036-21,18
B-01189-21,18
B-00183-21,35 D
B-01286-21,18
B-01327-21,107
B-01325-21,18
B-01378-21,67S
B-01387-21,18
B-01415-21,18
B-01410-21,21
B-01504-21,21
B-01527-21,64J
B-01527-21,64J
B-01643-21,18
B-01696-21,18
B-01757-21,20
B-01797-21,20X
B-01992-21,20
A-38607-21,30S
B-02097-21,20-I
A-32421-21,21
B-02200-21,21
A-33634-21,21
B-02279-21,21
B-00958-21,67 A
B-02476-21,18
B-02506-21,18
A-28852-21,37
B-02602-21,64 G
B-02578-21,34 S
B-02644-21,18
B-02735-21,18
B-02553-21,18
A-23973-21,65
B-01773-21,62C
B-03151-21,18
B-03167-21,20I
B-03357-21,20
A-32421-21,21
B-03522-21,20I
B-03524-21,37
A-33634-21,21
B-03645-21,94
B-03645-21,94
B-03633-21,20
B-03645-21,34S
B-03875-21,64-G
B-03810-21,37
B-02578-21,34S
B-03875-21,64G
B-03645-20,34-S
A-39287-21,37
B-04418-21,34
B-03645-21,34S
B-04155-21,62B
B-04723-21,100
B-02578-21,34-S
B-05344-21,65-P
B-05737-21,20
A-23973-21,65
B-05800-21,103
B-05965-21,20
B-05961-21,21
A-32421-21,21
"20I, B-06039-21",20I
B-06180-21,20
B-06042-21,34S
B-06180-21,20
B-06333-21,21
B-06367-21,20
B-06413-21,18
B-06515-21,18
B-06543-21,18
B-06522-21,103F
B-06597-21,18
B-06616-21,18
B-06659-21,18
B-06667-21,20
B-06599-21,24
B-06706-21,18
B-06939-21,64G
B-07050-21,103M
B-06967-21,30S
B-07057-21,24
B-07210-21,94
B-06939-21,64G
A-22623-21,67A
B-07488-21,18
B-07515-21,20
B-07529-21,103
B-07547-21,18
B-07604-21,20
B-07637-21,21G
B-07660-21,21G
B-02602-21,64G
B-07727-21,20
B-07729-21,18
B-07749-21,18
B-07797-21,103
B-07781-21,20
B-07872-21,21
B-07885-21,18
B-07913-21,18
B-08005-21,18
B-08022-21,18
A-23973-21,65
B-08444-21,20
B-08593-21,103
B-08655-21,21G
B-08663-21,20
B-08698-21,103F
B-08726-21,18
B-08741-21,21G
B-08876-21,24
B-08932-21,34S
B-08976-21,103F
B-09167-21,18
B-09180-21,18
B-09065-21,67AR
B-09198-21,64G
B-09198-21,64G
B-09198-21,64G
B-09315-21,64J
B-09248-21,20
B-09217-21,100
B-09313-21,35D
B-09576-21,20
B-09245-21,65
B-09253-21,67A
B-09611-21,37
B-09536-21,100I
B-09551-21,20
B-09741-21,20I
B-10083-21,30-S
B-09959-21,64J
B-10073-21,107
B-10115-21,20I
B-10590-21,65
B-10726-21,20
B-10795-20,20I
B-10590-21,65
A-27728-21,34S
B-10930-21,20
B-10946-21,100
B-10893-21,966
B-09611-21,34S
B-11452-21,67-S
B-09611-21,34S
B-11367-21,20I
B-04723-21,100
B-11076-21,67
B-10858-21,67A
B-11928-21,100
B-07302-21,30S
A-13433-21,21
A-13433-21,21
J-25346-20,21
B-12051-21,62C
B-12161-21,20
A-32421-21,21
B-12461-21,100 I
B-12522-21,100
B-12653-21,103
A-21623-21,64G
B-12969-21,18
B-12988-21,52F
B-13002-21,18
B-03442-21,100
B-13028-21,35
B-13045-21,20
B-13273-21,20
B-09065-21,67A
B-13000-21,67A
B-07447-21,67A
B-13334-21,67AR
B-13551-21,20
B-13770-21,103
B-13743-21,100
B-13868-21,18
B-13225-21,37
B-13894-21,21G
B-14002-21,18
B-14044-21,107
B-14012-21,103 F
B-13864-21,37
B-14452-21,18
B-14464-21,20
B-10698-21,67A
B-14567-21,20
B-14707-21,20
B-14834-21,65
B-14714-21,20
B-14827-21,20
B-14904-21,107
B-14996-21,20
B-15015-21,20
B-15058-21,100-I
B-15015-21,20
B-15095-21,20
B-13794-21,64G
B-15208-21,20
B-15231-21,67A
A-27728-21,30S
B-15517-21,34-C
B-15816-21,20
B-16072-21,37
B-08174-21,56
B-16218-21,20
B-15208-21,20
B-16273-21,20
B-16140-21,37
B-16451-21,30S
B-16209-21,27-65J
B-16748-21,20
B-10994-21,62C
B-16940-21,67 A
B-16956-21,20 I
B-17072-21,37
B-17263-21,65
B-12577-21,21
B-08174-21,56
B-17643-21,103
B-17713-21,20
B-17675-21,35
B-17860-21,65
B-06436-21,64J
B-18173-21,64G
B-18168-21,34-S
B-17860-21,65
B-18038-21,20
B-18678-21,20
B-18975-21,100
B-18976-21,60
B-18902-21,100
B-19264-21,18
B-16956-21,20X
A-27728-21,34 S
B-19519-21,107
B-19587-21,18
B-19611-21,18
B-19644-21,18
B-12461-21,100 I
B-18976-21,62
B-01527-21,64J
B-20253-21,21G
B-06239-21,34S
B-20373-21,21G
B-20348-21,94
B-20755-21,B-20755-21
B-20907-21,67 A
B-20885-21,18
B-21139-21,100
B-21183-21,56
B-21239-21,20
B-20746-21,64J
B-06239-21,34S
B-21618-21,30S
B-21661-21,67-A
B-06967-21,30-S
B-22322-21,100
B-22376-21,20
B-22546-21,21
B-22550-21,10-28P
B-22393-21,62R
B-22652-21,20
B-22751-21,107
B-22790-21,94
B-22991-21,20
B-23056-21,94
B-23155-21,107
B-23486-21,20
B-23501-21,20
B-000919-21,100
B-23577-21,107
B-23916-21,20I
A-33966-21,67A
B-23980-21,55
B-24238-21,20
B-23980-21,34 S
B-24182-21,65
B-16510-21,62 C
B-24338-21,18
B-24318-21,34-S
B-24398-21,21
B-25067-21,20
B-25108-21,21G
B-22653-21,67A
B-22885-21,67A
B-25172-21,94
B-25253-21,21
A-33206-21,34C
B-25397-21,62C
B-25369-21,65-P
B-25630-21,20
B-25356-21,18
B-25670-21,34-S
B-24777-21,67A
B-25954-21,64G
B-10083-21,30S
B-29580-21,65
B-12615-21,55
B-25172-21,55
B-25954-21,64 G
B-26586-21,64 J
B-18770-21,67A
B-26832-21,67-A
B-26785-21,64-J
B-27017-21,20
B-18585-21,62R
A-23692-21,30S
B-27274-21,107
B-27275-21,29U
B-21455-21,64J
B-27337-21,67A
G-23400-20,21
B-26711-21,34-S
B-26233-21,34-S
B-25172-21,55
B-28312-21,20
B-28453-21,20I
B-28451-21,20
A-13433-21,21
I-32726-20,21
B-28601-21,20
B-26435-21,35
B-27785-21,34-S
B-29125-21,94
B-28480-21,62
B-29916-21,107
B-30010-21,21
I-32726-20,67A
B-05961-21,21
B-30039-21,37
B-28753-21,30S
B-30107-21,100I
B-30010-21,21
B-30152-21,20
B-30408-21,18
B-30432-21,21G
I-32726-20,21
B-30488-21,18
B-30502-21,18
B-30563-21,18
B-30573-21,18
B-30601-21,20I
B-27785-21,34 S
B-30494-21,34-S
B-30704-21,67-A
B-30578-21,103 F
B-30643-21,18
B-31172-21,20
B-29916-21,107
B-31227-21,27-64G
B-31518-21,20
"107, B-29916-21",107
B-31728-21,103
B-31675-21,34S
B-31771-21,20
B-31725-21,64-J
B-31835-21,107
B-31873-21,107
B-31903-21,18
L-09887-20,64-J
B-31908-21,100
B-32011-21,18
B-32026-21,18
B-32052-21,18
B-32036-21,18
B-32093-21,103F
B-32095-21,62R
B-32127-21,18
B-32153-21,18
B-20625-20,64-J
B-32450-21,37
B-31228-21,67A
B-32637-21,20I
B-31675-21,34S
B-31228-21,67A
B-32840-21,94
B-31675-21,34S
B-32793-21,20
B-32923-21,20
B-32943-21,103
B-32905-21,106
B-33086-21,20
B-33361-21,103-F
B-33481-21,67A
B-33466-21,107
B-33454-21,100I
B-33642-21,20I
B-33678-21,20
B-33828-21,20
B-33864-21,20
B-33862-21,62C
B-33892-21,56
B-34065-21,20
B-34077-21,103F
B-33961-21,67A
B-26070-21,55
B-34376-21,64-J
B-34394-21,21-G
B-34718-21,100
B-34376-21,64J
B-34959-21,20I
B-34967-21,62C
B-35030-21,65
B-35472-21,20
B-26070-21,55
B-35606-21,65-J
B-35803-21,103
C-00094-21,55
C-00064-21,64-G
C-00220-21,34-C
C-00286-21,67A
C-00365-21,34C
C-00410-21,34C
B-29285-21,62C
C-00584-21,20
C-00561-21,20
C-00547-21,106
B-35546-21,34S
C-00749-21,20I
B-29916-21,107
C-00878-21,35
C-00940-21,37
B-35512-21,67
B=33454-21,100-I
B-34718-21,100
B-32001-21,34-S
C-01067-21,20
C-01029-21,37
C-01267-21,35
C-01137-21,64 J
C-01286-21,20-I
C-01773-21,20
C-01809-21,20
C-00704-21,94
C-00286-21,67A
C-01972-21,27-64K
B-34995-21,62
B-27098-21,62R
C-01972-21,27-64K
C-00120-21,55
C-02205-21,20
C-02178-21,20I
C-02296-21,18
C-02371-21,18
C-02409-21,18
C-02098-21,37
C-02594-21,18
C-02620-21,18
C-02651-21,107
C-02593-21,65 P
C-02387-21,18
C-03025-21,20
C-03193-21,100I
C-03201-21,20
B-33994-21,64G
B-34995-21,62B
C-03365-21,94
C-03407-21,37
C-03407-21,37
C-03821-21,35
C-03659-21,103
C-03639-21,20
C-03638-21,65
C-04202-21,20I
C-04296-21,21ID
C-04348-21,94
C-04357-21,20
C-01202-21,64J
C-04428-21,34C
A-13433-21,21
C-04588-21,20
C-00513-21,67A
C-04619-21,20
C-01777-21,67A
C-00758-21,43B
C-04722-21,20I
C-04881-21,21
RTCC 19811,100
C-04955-21,103-F
C-05008-21,20-I
C-04225-21,65
C-05076-21,67-A
C-05196-21,64-J
C-05604-21,100I
C-05715-21,20
C-05676-21,20
C-05056-21,64G
C-05934-21,20
C-02098-21,37
C-06180-21,67
C-01972-21,64K
C-06337-21,18
C-06354-21,18
C-06368-21,18
C-06327-21,67-A
C-06107-21,67-S
C-01202-21,64 J
C-06690-21,67A
"18, C-06757-21",18
C-06710-21,67 A
C-06771-21,67 A
C-05880-21,64J
C-06771-21,67A
C-07146-21,20
C-06936-21,67A
C-07401-21,20I
C-07808-21,100
C-07752-21,94
C-07722-21,34-S
C-07932-21,20 F
C-07897-21,34 S
C-08599-21,34S
C-08439-21,100
C-02476-21,20
C-01202-21,64-J
C-08492-21,42
C-08882-21,20
C-08854-21,34 S
C-08991-21,107
C-08982-21,20
C-09065-21,100
C-08734-21,18
C-08599-21,34 S
C-09275-21,20
C-09269-21,20
C-09347-21,20
C-00992-21,67A
C-09653-21,20I
C-02872-21,30S
C-09959-21,21
C-10063-21,20
C-10325-21,30S
C-10825-21,100
C-10865-21,103
C-10970-21,20
C-01777-21,67A
C-06771-21,67A
C-11105-21,67A
C-11023-21,64G
C-11172-21,35D
C-11231-21,20
C-11413-21,20
C-00220-21,34-C
C-11225-21,64-G
C-12251-21,108
C-09711-21,65J
C-00940-21,37
C-12226-21,67A
C-12556-21,65P
C-1255721,20
C-11443-21,67A
C-00251-21,30S
C-11023-21,64-G
C-13007-21,67A
C-13048-21,18
C-13004-21,64-G
C-13049-21,21
C-13067-21,18
C-13095-21,18
C-13121-21,21
C-12813-21,100
C-10325-21,30S
C-13256-21,18
C-13275-21,18
C-12569-21,64G
B-27317-21,62R
C-00251-21,30S
C-14027-21,21
C-14088-21,20I
C-14145-21,20
C-14221-21,67P
C-14206-21,37
C-14366-21,35
C-14412-21,21G
C-14428-21,20
C-14563-21,35
C-14597-21,18
C-14638-21,18
C-14655-21,94
C-14720-21,18
C-05828-21,100
C-13812-21,21ID
C-14979-21,35
C-15138-21,35
C-12551-21,64G
C-15241-21,20
C-15333-21,20X
C-15393-21,20
B-22653-21,67A
C-15439-21,37
C-01972-21,27-64
C-15548-21,20
C-15546-21,20
C-16290-21,100
C-16386-21,20
C-16605-21,20I
C-16554-21,30S
C-16565-21,100
C-10018-21,67A
C-16928-21,20
C-16969-21,64J
C-17093-21,65
C-16915-21,64G
C-17093-21,65
C-17642-21,65
C-17804-21,21
C-17392-21,60
C-17959-21,100
C-17911-21,37
C-17980-21,20
C-18052-21,100I
C-17942-21,64J
C-18052-21,100-I
C-17449-21,64-J
C-18181-21,30S
C-12551-21,64-G
C-18369-21,20-I
C-18471-21,37
C-16132-21,34S
C-18325-21,103
C-18450-21,100X
C-18562-21,20
C-18570-21,27/64-G
C-18816-21,100
C-15235-21,37
C-18924-21,63P
C-12551-21,64G
C-13068-21,67A
C-17637-21,62C
C-17370-21,35D
C-19128-21,20-I
C-18260-21,30S
C-17942-21,64J
C-19184-21,35
C-19440-21,64 J
C-19544-21,18
C-19567-21,18
C-12551-21,64G
C-19549-21,18
C-19693-21,18
C-19740-21,103
C-19868-21,64J
C-19814-21,18
C-19594-21,21
C-19976-21,29U
C-17093-21,65
I-00820-20,21
C-20465-21,21
I-00820-20,21
C-20325-21,21
C-20325-21,21
C-20541-21,20
C-20399-21,37
C-20538-21,20I
C-20647-21,20
"34S, C-20587-21",34S
C-19976-21,29U
C-08402-21,30S
C-20465-21,67A
C-20713-21,20
C-20770-21,20
C-08402-21,30S
C-20692-21,37
C-20991-21,100
C-20766-21,20
C-21088-21,37
C-21159-21,20
C-18570-21,"27, 64 G"
C-21012-21,20 I
C-13007-21,65J
C-21532-21,20I
C-21567-21,20
C-14027-21,21
C-21833-21,20I
C-03327-21,100
C-21555-21,103
C-19976-21,30S
C-22004-21,20
C-20692-21,37
C-22015-20,20
C-22066-21,20
C-22083-21,20I
C-22205-21,34-S
C-10325-21,30
C-18542-21,93
C-22559-21,65
C-22654-21,107
C-22825-21,107
C-22736-21,62B
C-23121-21,107
C-23080-21,20I
C-15830-21,62C
C-18542-21,30
C-23243-21,20I
B-30010-21,95G
C-23306-21,34S
C-23352-21,21
C-23327-21,37
C-23334-21,67
C-23583-21,18
C-23582-21,18
C-23613-21,64-G
C-23634-21,100
C-23613-21,64G
C-23644-21,20
C-23806-21,100
C-23814-21,65-P
C-24264-21,100
C-24404-21,20I
C-18542-21,30
C-24590-21,20-I
C-18542-21,30
C-23556-21,30S
C-24935-21,21 G
C-24940-21,18
C-25009-21,18
C-24966-21,21G
C-18542-21,30
C-25071-21,18
C-25074-21,18
C-25151-21,18
C-25173-21,18
C-25182-21,21G/103
C-25260-21,18
C-25143-21,18
C-25394-21,18
C-25446-21,18
C-23249-21,67A
C-02872-21,30S
C-26014-21,106
C-19868-21,64G
C-26180-21,103
B-27665-21,100I
C-26241-21,20X
C-26014-21,106
C-26082-21,20 I
C-25262-21,67A
C-26356-21,34S
C-26357-21,34 S
C-26449-21,18
C-26478-21,20 I
C-26460-21,21
C-26722-21,34C
C-26730-21,21
C-26773-21,20I
C-26913-21,64
C-26356-21,34S
C-27227-21,103F
C-27311-21,21G
C-27359-21,107
C-27419-21,21G
C-27427-21,18
C-27453-21,18
C-27477-21,103D
C-27486-21,20
C-27540-21,37
C-27488-21-21,34 C
C-27374-21,21G
C-27502-21,18
C-27546-21,21G
C-27766-21,18
C-27803-21,18
C-26730-21,21
C-28165-21,100
C-28164-21,20
B-29916-21,107
C-04296-21,21ID
C-28575-21,27/67A
C-28731-21,27-67A
C-11225-21,64-G
C-28922-21,20-X
C-28831-21,37
C-29060-21,20-X
C-28614-21,67-AR
C-29029-21,65-J
C-29246-21,20
C-29274-21,107
C-16256-21,65J
C-29463-21,65J
C-29590-21,20
C-29689-21,21
C-29731-21,67A
C-29508-21,65P
C-29791-21,67A
C-29905-21,20I
C-26356-21,34S
C-27457-21,80
C-17246-21,64G
C-10325-21,30S
C-30641-21,20I
C-29325-21,966
C-30877-21,94
C-29689-21,21
C-31106-21,18
C-31231-21,100
C-30877-21,37
C-31596-21,18
C-31826-21,18
C-31934-21,20
C-31958-21,67A
B-10893-21,21
C-32163-21,34S
C-32310-21,20
C-29809-21,67S
C-32357-21,21
C-18542-21,30
C-32490-21,18
C-32498-21,103 F
C-32585-21,107
C-32592-21,67A
C-32510-21,67 A
C-32687-21,30S
C-18542-21,30
C-32944-21,64G
C-33188-21,67A
C-33413-21,35D
C-33441-21,21
C-25928-21,62C
C-26010-21,67S
C-32925-21,64G
C-33686-21,20
C-33194-21,68
C-33723-21,20I
C-33637-21,100x
C-32163-21,34S
C-33928-21,20
C-33920-21,20-I
C-03327-21,100
C-34195-21,100
C-33799-21,62C
C-33882-21,20
C-30949-21,34S
C-34519-21,94
C-34719-21,20
C-34705-21,67A
C-34945-21,20
C-35039-21,20
C-35051-21,20
C-32163-21,34S
C-35271-21,20
C-35160-21,21
C-35213-21,30S
C-35402-21,21
C-35481-21,35
C-35713-21,20
C-35851-21,64G
C-35909-21,107
C-35998-21,100I
C-36023-21,20
C-36092-21,20
C-35951-21,107
C-36109-21,100I
C-36145-21,20I
C-36136-21,20I
C-36191-21,103
C-36211-21,65J
C-36214-21,30S
C-36481-21,67A
C-36854-21,20
C-36927-21,18
C-36971-21,94
C-33799-21,62C
C-37110-21,67A
C-37334-21,21
C-37356-21,64G
C-37413-21,20
C-28171-21,67A
C-37496-21,20
C-32988-21,37
C-36321-21,30S
C-37664-21,65
C-37787-21,20 I
C-37840-21,103F
C-37850-21,18
C-37788-21,30S
C-37531-21,100
C-37920-21,107
C-37953-21,18
C-37947-21,18
C-36920-21,34 S
C-30949-21,34 S
C-38096-21,18
C-38135-21,103
C-38150-21,18
C-38460-21,20
C-38545-21,18
C-38523-21,37D
C-38482-21,20
C-37788-21,30S
C-38840-21,20
C-35213-21,30S
C-38761-21,30S
C-39121-21,21
C-39111-21,20
C-39170-21,18
C-39207-21,18
C-39249-21,18
C-39270-21,18
C-39145-21,20 I
C-39363-21,18
C-39377-21,18
C-39379-21,18
C-39189-21,20 I
C-39387-21,18
C-39519-21,18
C-39520-19,18
C-39521-21,18
C-39366-21,18
C-39486-21,18
C-39440-21,20
C-39591-21,18
C-39666-21,18
C-39944-21,34S
C-40057-21,27/62C
C-36068-21,67A
C-40228-21,20
C-40274-21,20
C-40293-21,20
C-36068-21,67A
C-40313-21,20
C-40276-21,103D
C-40342-21,20I
C-26357-21,30S
C-09646-21,62C
C-39944-21,34S
C-40552-21,20X
C-40646-21,37
C-40604-21,94
C-40651-21,18
C-40552-21,20 X
C-40717-21,18
C-40784-21,67 A
C-40776-21,64G
C-40777-21,18
D-00051-21,65
D-00002-21,18
D-00051-21,56
D-00076-21,18
D-00198-21,18
D-00375-21,20I
B-10893-21,966
D-00322-21,27/64J
D-00734-21,20
D-00327-21,64G
C-37788-21,30S
D-00762-21,20I
D-00538-21,67A
C-18542-21,30S
D-00794-21,67
D-00916-21,20
D-01211-21,18
C-01093-21,37
D-01063-21,103 F
D-00124-21,18
D-01398-21,35
D-01378-21,64 K
C-01803-21,18
D-00375-21,20I
D-01263-21,55
C-37788-21,30S
C-36214-21,30S
D-02246-21,107
C-36214-21,30S
D-02367-21,20
D-02424-21,94
D-02435-21,100
D-02523-21,67A
D-02435-21,94
D-02353-21,37
D-02720-21,18
D-02862-21,106
C-36068-21,67A
